id,dateAdded,dateUpdated,name,brand,manufacturer,categories,primaryCategories,reviews.date,reviews.didPurchase,reviews.doRecommend,reviews.numHelpful,reviews.rating,reviews.title,reviews.text,reviews.username,sentiment,productPrice
syn2-0029463,2023-04-22,2023-04-22,Slabtronic Tab 10 Pro,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2024-10-02,true,false,0,3,Decent but basic,"The product arrived in good condition. The tablet features are fine, nothing special either way. I mainly use it during the week.",adityajain603,neutral,260.81
syn2-0029464,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-08-10,true,true,2,5,Works very well,"The device handles normal use without lag. For the price, the overall value is excellent. Overall, this has been a great purchase.",arjunverma924,positive,44.31
syn2-0029465,2025-04-24,2025-04-24,Streamora Box Pro,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2026-01-13,false,true,6,5,Highly recommended,"The device handles normal use without lag. The streaming features are practical, and the overall experience has been reliable. It exceeded my expectations.",poojamenon610,positive,72.42
syn2-0029466,2022-08-17,2022-08-17,NimbusTech Hub X1,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2023-08-12,true,false,9,2,Too many issues,"Setup took longer than expected and support was slow to respond. For the price, I expected more reliability. I ran into the same issue more than once.",ishaiyer752,negative,71.78
syn2-0029467,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2024-05-30,true,true,7,4,Better than expected,"The device handles normal use without lag. For the price, the overall value is excellent. The difference is noticeable in everyday use.",sanjayjain991,positive,21.35
syn2-0029468,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2023-03-07,true,true,2,5,Solid product,"The device handles normal use without lag. The e-reader features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",ananyaverma376,positive,140.5
syn2-0029469,2024-05-14,2024-05-14,Echofield Mini 2,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2024-10-31,true,true,4,5,Works very well,"The device handles normal use without lag. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",saranair635,positive,43.73
syn2-0029470,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2023-09-02,true,true,7,4,Great purchase,"The product arrived in good condition and works as described. For the price, the overall value is excellent. Overall, this has been a great purchase.",priyanair227,positive,22.42
syn2-0029471,2022-07-29,2022-07-29,Sonave Air Buds 2,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2024-06-26,true,true,0,5,Works very well,"The device handles normal use without lag. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",tanyamenon550,positive,109.08
syn2-0029472,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2026-05-13,true,false,4,2,Poor experience,"The product arrived with a minor defect. The e-reader features feel limited compared to similar products. Overall, I would not buy this again.",arjundas718,negative,127.9
syn2-0029473,2022-07-11,2022-07-11,Visicore View 27Q,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2024-06-23,true,true,2,5,Very impressed,"The product arrived in good condition and works as described. The monitor features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",priyaiyer599,positive,196.6
syn2-0029474,2025-04-24,2025-04-24,Streamora Box Pro,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2026-08-31,true,true,0,5,Very impressed,"The product arrived in good condition and works as described. The streaming features are practical, and the overall experience has been reliable. It exceeded my expectations.",diyajain570,positive,70.15
syn2-0029475,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2025-11-11,true,false,4,3,Does the job,"The product arrived in good condition. The mouse features are fine, nothing special either way. It is a reasonable middle-of-the-road choice.",priyagupta200,neutral,21.69
syn2-0029476,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-07-29,false,true,2,3,Decent but basic,"The product arrived in good condition. The keyboard features are fine, nothing special either way. I would suggest comparing a few options first.",sanjaypillai386,neutral,45.12
syn2-0029477,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2024-08-27,false,true,5,4,Very impressed,"The device handles normal use without lag. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",vikramkapoor282,positive,154.0
syn2-0029478,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2024-12-06,false,true,2,3,It is okay,"The product arrived in good condition. After some everyday use, the product feels functional but not exceptional. I would suggest comparing a few options first.",kabiriyer395,neutral,119.14
syn2-0029479,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2024-10-02,true,true,0,5,Great purchase,"Setup was quick and the build quality feels solid. The streaming features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",aaravdas971,positive,31.37
syn2-0029480,2022-07-29,2022-07-29,Sonave Air Buds 2,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2026-09-16,true,true,1,5,Happy with it,"The product arrived in good condition and works as described. The headphones features are practical, and the overall experience has been reliable. It exceeded my expectations.",sanjaygupta179,positive,132.06
syn2-0029481,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2026-07-28,true,true,7,5,Works very well,"The product arrived in good condition and works as described. The keyboard features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",meeragupta545,positive,56.38
syn2-0029482,2022-03-03,2022-03-03,Visicore View 24,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2024-08-10,true,true,1,5,Highly recommended,"The device handles normal use without lag. The monitor features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",kabirmenon404,positive,137.03
syn2-0029483,2022-07-11,2022-07-11,Visicore View 27Q,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2023-12-05,true,true,6,5,Solid product,"The device handles normal use without lag. For the price, the overall value is excellent. The difference is noticeable in everyday use.",diyasharma315,positive,256.47
syn2-0029484,2025-04-24,2025-04-24,Streamora Box Pro,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2026-08-26,true,false,5,2,Underwhelming,Setup took longer than expected and support was slow to respond. The streaming features feel limited compared to similar products. I would look at other options first.,nehapillai888,negative,86.16
syn2-0029485,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2024-06-05,true,true,3,4,Happy with it,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",priyadas958,positive,31.34
syn2-0029486,2025-01-21,2025-01-21,Sonave Quiet Max ANC,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2025-10-02,true,true,7,4,Excellent value,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",rohaniyer718,positive,172.4
syn2-0029487,2023-05-17,2023-05-17,Corevolt PowerBank 20K,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2025-09-09,true,true,0,4,Very impressed,"The device handles normal use without lag. For the price, the overall value is excellent. Overall, this has been a great purchase.",saraverma740,positive,45.53
syn2-0029488,2022-07-29,2022-07-29,Sonave Air Buds 2,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2024-01-22,true,true,4,5,Works very well,"The product arrived in good condition and works as described. The headphones features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",priyagupta340,positive,118.61
syn2-0029489,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2024-06-21,true,true,2,5,Works very well,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. The difference is noticeable in everyday use.",adityajain860,positive,36.42
syn2-0029490,2023-04-03,2023-04-03,Litherum Page One,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2026-09-01,true,true,9,4,Excellent value,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It exceeded my expectations.",priyajain655,positive,91.75
syn2-0029491,2022-02-21,2022-02-21,NimbusTech Motion Sensor 3-Pack,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2025-05-09,true,false,0,2,Poor experience,The product arrived with a minor defect. The smart home features feel limited compared to similar products. I would look at other options first.,poojamenon443,negative,38.04
syn2-0029492,2024-05-14,2024-05-14,Echofield Mini 2,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2024-11-23,true,true,0,5,Better than expected,"The device handles normal use without lag. For the price, the overall value is excellent. The difference is noticeable in everyday use.",sanjayiyer947,positive,39.47
syn2-0029493,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2024-07-05,false,true,1,3,Decent but basic,"The product arrived in good condition. After some everyday use, the product feels functional but not exceptional. I mainly use it during the week.",ishagupta614,neutral,34.7
syn2-0029494,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2023-11-22,true,true,3,5,Great purchase,"The device handles normal use without lag. The mouse features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",nehamenon478,positive,24.5
syn2-0029495,2022-07-11,2022-07-11,Visicore View 27Q,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2026-02-22,true,true,6,3,Mixed results,"Setup was straightforward, nothing stood out either way. The monitor features are fine, nothing special either way. I mainly use it during the week.",vikramgupta455,neutral,243.41
syn2-0029496,2023-05-17,2023-05-17,Corevolt PowerBank 20K,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2026-09-18,true,true,1,4,Happy with it,"Setup was quick and the build quality feels solid. The charger features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",karanverma435,positive,54.59
syn2-0029497,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2024-03-18,true,true,3,5,Great purchase,"Setup was quick and the build quality feels solid. The mouse features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",karandas235,positive,21.58
syn2-0029498,2022-07-29,2022-07-29,Sonave Air Buds 2,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2024-12-19,true,true,1,4,Works very well,"The product arrived in good condition and works as described. The headphones features are practical, and the overall experience has been reliable. It exceeded my expectations.",diyagupta948,positive,117.93
syn2-0029499,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2023-11-04,true,true,6,5,Excellent value,"The device handles normal use without lag. The streaming features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",nehaiyer814,positive,40.04
syn2-0029500,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2025-12-21,false,true,3,4,Works very well,"Setup was quick and the build quality feels solid. The mouse features are practical, and the overall experience has been reliable. It exceeded my expectations.",aaravgupta949,positive,22.39
syn2-0029501,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2026-04-14,false,true,7,4,Excellent value,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",meeraiyer743,positive,39.96
syn2-0029502,2025-01-21,2025-01-21,Sonave Quiet Max ANC,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2025-06-21,true,false,6,3,Average experience,"The product arrived in good condition. After some everyday use, the product feels functional but not exceptional. I would suggest comparing a few options first.",kabirverma942,neutral,201.68
syn2-0029503,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2024-10-27,true,true,2,3,It is okay,"It performs as expected for the price point. The smart speaker features are fine, nothing special either way. It is a reasonable middle-of-the-road choice.",ishamenon474,neutral,85.65
syn2-0029504,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2026-08-02,true,false,1,5,Very impressed,"Setup was quick and the build quality feels solid. The smart speaker features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",kabirpillai953,positive,78.72
syn2-0029505,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2024-02-15,true,true,1,4,Better than expected,"Setup was quick and the build quality feels solid. The charger features are practical, and the overall experience has been reliable. It exceeded my expectations.",saraverma302,positive,36.61
syn2-0029506,2023-04-22,2023-04-22,Slabtronic Tab 10 Pro,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2024-01-21,true,true,0,5,Better than expected,"Setup was quick and the build quality feels solid. The tablet features are practical, and the overall experience has been reliable. It exceeded my expectations.",ishanair226,positive,278.64
syn2-0029507,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-05-31,true,false,3,4,Solid product,"The product arrived in good condition and works as described. For the price, the overall value is excellent. The difference is noticeable in everyday use.",riyadas307,positive,45.48
syn2-0029508,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2025-06-14,true,true,4,4,Very impressed,"The device handles normal use without lag. For the price, the overall value is excellent. Overall, this has been a great purchase.",poojadas828,positive,149.21
syn2-0029509,2022-07-29,2022-07-29,Sonave Air Buds 2,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2023-01-05,true,true,1,5,Better than expected,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. The difference is noticeable in everyday use.",aaravmenon475,positive,136.89
syn2-0029510,2025-02-23,2025-02-23,Trackline Pro Wireless,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2026-06-28,true,true,3,4,Solid product,"The product arrived in good condition and works as described. For the price, the overall value is excellent. The difference is noticeable in everyday use.",riyaiyer970,positive,39.98
syn2-0029511,2023-04-22,2023-04-22,Slabtronic Tab 10 Pro,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2023-04-22,true,true,10,5,Very impressed,"The device handles normal use without lag. For the price, the overall value is excellent. The difference is noticeable in everyday use.",priyadas985,positive,247.98
syn2-0029512,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2025-08-28,true,true,0,5,Very impressed,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",diyajain163,positive,114.81
syn2-0029513,2024-05-14,2024-05-14,Echofield Mini 2,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2025-01-16,true,true,2,5,Highly recommended,"The device handles normal use without lag. For the price, the overall value is excellent. Overall, this has been a great purchase.",ishaiyer929,positive,51.16
syn2-0029514,2023-05-17,2023-05-17,Corevolt PowerBank 20K,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2025-05-04,false,false,13,1,Would not recommend,Setup took longer than expected and support was slow to respond. The charger features feel limited compared to similar products. I ran into the same issue more than once.,adityajain476,negative,52.39
syn2-0029515,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2024-02-18,false,true,1,4,Works very well,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",aaravverma390,positive,148.81
syn2-0029516,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2026-05-19,true,true,4,5,Better than expected,"Setup was quick and the build quality feels solid. The keyboard features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",meerapillai964,positive,61.19
syn2-0029517,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2026-05-09,false,true,1,4,Excellent value,"The product arrived in good condition and works as described. For the price, the overall value is excellent. Overall, this has been a great purchase.",diyasharma806,positive,155.37
syn2-0029518,2022-08-17,2022-08-17,NimbusTech Hub X1,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2024-12-11,true,true,4,5,Happy with it,"The product arrived in good condition and works as described. The smart home features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",ishamenon981,positive,76.36
syn2-0029519,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2023-04-09,true,true,7,5,Great purchase,"The product arrived in good condition and works as described. For the price, the overall value is excellent. Overall, this has been a great purchase.",tanyagupta648,positive,85.97
syn2-0029520,2023-04-03,2023-04-03,Litherum Page One,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2026-01-10,true,false,1,3,Decent but basic,"Setup was straightforward, nothing stood out either way. After some everyday use, the product feels functional but not exceptional. I tested it on multiple days before writing this.",ishaiyer637,neutral,91.93
syn2-0029521,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2024-12-02,true,false,1,2,Frustrating to use,Setup took longer than expected and support was slow to respond. The charger features feel limited compared to similar products. I would look at other options first.,devverma374,negative,35.78
syn2-0029522,2022-03-03,2022-03-03,Visicore View 24,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2024-05-20,true,false,4,1,Not worth the price,The product arrived with a minor defect. The monitor features feel limited compared to similar products. It fell short of what was advertised.,aaravjain674,negative,165.96
syn2-0029523,2023-04-22,2023-04-22,Slabtronic Tab 10 Pro,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2026-06-29,true,true,3,4,Highly recommended,"The device handles normal use without lag. The tablet features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",sanjaymenon535,positive,246.23
syn2-0029524,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2025-07-08,true,true,4,4,Great purchase,"The product arrived in good condition and works as described. The mouse features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",riyanair106,positive,23.96
syn2-0029525,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2023-06-27,false,true,5,4,Great purchase,"The device handles normal use without lag. The mouse features are practical, and the overall experience has been reliable. It exceeded my expectations.",poojadas190,positive,27.76
syn2-0029526,2022-07-11,2022-07-11,Visicore View 27Q,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2024-04-16,true,true,2,5,Works very well,"The product arrived in good condition and works as described. For the price, the overall value is excellent. Overall, this has been a great purchase.",nehasharma264,positive,247.89
syn2-0029527,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2022-07-22,true,false,0,3,Average experience,"The product arrived in good condition. The smart speaker features are fine, nothing special either way. I tested it on multiple days before writing this.",vikramjain400,neutral,86.8
syn2-0029528,2022-07-11,2022-07-11,Visicore View 27Q,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2026-04-10,false,true,1,4,Highly recommended,"The product arrived in good condition and works as described. The monitor features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",sarajain574,positive,243.12
syn2-0029529,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2025-05-09,true,true,6,4,Great purchase,"The product arrived in good condition and works as described. The mouse features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",priyaverma679,positive,24.84
syn2-0029530,2025-04-24,2025-04-24,Streamora Box Pro,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2026-01-19,false,true,1,4,Great purchase,"The device handles normal use without lag. For the price, the overall value is excellent. Overall, this has been a great purchase.",adityasharma643,positive,79.03
syn2-0029531,2023-04-03,2023-04-03,Litherum Page One,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2024-04-14,false,true,0,3,Average experience,"Setup was straightforward, nothing stood out either way. The e-reader features are fine, nothing special either way. I tested it on multiple days before writing this.",ishadas749,neutral,96.12
syn2-0029532,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2022-11-20,true,false,2,5,Works very well,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",sanjayverma214,positive,87.7
syn2-0029533,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2025-12-29,false,false,1,1,Disappointed,"After a few weeks the performance started to drop off. For the price, I expected more reliability. Overall, I would not buy this again.",priyanair806,negative,39.83
syn2-0029534,2023-04-22,2023-04-22,Slabtronic Tab 10 Pro,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2026-03-17,true,false,0,5,Solid product,"The product arrived in good condition and works as described. The tablet features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",tanyakapoor168,positive,284.87
syn2-0029535,2025-01-21,2025-01-21,Sonave Quiet Max ANC,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2025-05-19,true,true,0,5,Highly recommended,"The device handles normal use without lag. The headphones features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",riyakapoor675,positive,209.26
syn2-0029536,2024-10-31,2024-10-31,Keyforge Glide M2,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-10-29,true,true,1,4,Excellent value,"The device handles normal use without lag. For the price, the overall value is excellent. It exceeded my expectations.",vikramiyer355,positive,34.12
syn2-0029537,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2023-12-19,true,false,6,2,Frustrating to use,"Setup took longer than expected and support was slow to respond. For the price, I expected more reliability. I ran into the same issue more than once.",priyasharma828,negative,110.8
syn2-0029538,2022-03-07,2022-03-07,Echofield Home Max,Echofield,Echofield Audio,Smart Speakers; Electronics & Accessories,Electronics,2026-01-05,false,true,3,5,Happy with it,"The product arrived in good condition and works as described. The smart speaker features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",sanjaymenon546,positive,91.12
syn2-0029539,2023-07-18,2023-07-18,Corevolt 65W GaN Charger,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2025-02-14,true,false,1,3,Average experience,"The product arrived in good condition. After some everyday use, the product feels functional but not exceptional. I would suggest comparing a few options first.",sanjaykapoor343,neutral,42.55
syn2-0029540,2025-01-21,2025-01-21,Sonave Quiet Max ANC,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2026-08-27,true,false,6,4,Excellent value,"Setup was quick and the build quality feels solid. For the price, the overall value is excellent. Overall, this has been a great purchase.",ananyagupta593,positive,189.07
syn2-0029541,2022-02-21,2022-02-21,NimbusTech Motion Sensor 3-Pack,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2023-11-06,false,true,1,5,Better than expected,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",sanjayverma928,positive,36.3
syn2-0029542,2025-01-21,2025-01-21,Sonave Quiet Max ANC,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2025-02-13,true,false,5,2,Would not recommend,"After a few weeks the performance started to drop off. The headphones features feel limited compared to similar products. Overall, I would not buy this again.",ishakapoor779,negative,206.17
syn2-0029543,2023-03-24,2023-03-24,Slabtronic Tab 8,Slabtronic,Slabtronic Imaging,Tablets; Electronics & Accessories,Electronics,2025-01-25,true,true,7,5,Highly recommended,"The device handles normal use without lag. For the price, the overall value is excellent. It exceeded my expectations.",ananyagupta120,positive,156.8
syn2-0029544,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-09-26,true,true,0,4,Works very well,"The product arrived in good condition and works as described. For the price, the overall value is excellent. It does what I need without unnecessary fuss.",poojaiyer411,positive,55.19
syn2-0029545,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2026-07-01,true,true,6,4,Highly recommended,"The device handles normal use without lag. For the price, the overall value is excellent. The difference is noticeable in everyday use.",sanjaykapoor460,positive,63.53
syn2-0029546,2022-06-28,2022-06-28,Streamora Stick 4K,Streamora,Streamora Media,Streaming Devices; Electronics & Accessories,Electronics,2025-08-25,true,false,1,5,Solid product,"The product arrived in good condition and works as described. The streaming features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",adityasharma588,positive,39.31
syn2-0029547,2023-05-17,2023-05-17,Corevolt PowerBank 20K,Corevolt,Corevolt Power,Chargers & Power; Electronics & Accessories,Electronics,2025-03-31,true,true,1,5,Happy with it,"The product arrived in good condition and works as described. The charger features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",adityapillai172,positive,54.67
syn2-0029548,2022-02-21,2022-02-21,NimbusTech Motion Sensor 3-Pack,NimbusTech,NimbusTech Home,Smart Home; Electronics & Accessories,Electronics,2024-05-26,true,true,0,3,Acceptable product,"The product arrived in good condition. After some everyday use, the product feels functional but not exceptional. I tested it on multiple days before writing this.",aaraviyer561,neutral,29.65
syn2-0029549,2022-10-13,2022-10-13,Litherum Page One Glow,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2023-07-20,true,true,3,4,Highly recommended,"The device handles normal use without lag. The e-reader features are practical, and the overall experience has been reliable. It exceeded my expectations.",devpillai144,positive,123.82
syn2-0029550,2022-07-29,2022-07-29,Sonave Air Buds 2,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2025-05-22,true,false,6,3,Decent but basic,"The product arrived in good condition. After some everyday use, the product feels functional but not exceptional. I would suggest comparing a few options first.",priyasharma514,neutral,124.46
syn2-0029551,2023-04-03,2023-04-03,Litherum Page One,Litherum,Litherum Reading,E-Readers; Electronics & Accessories,Electronics,2024-08-11,true,true,1,5,Very impressed,"Setup was quick and the build quality feels solid. The e-reader features are practical, and the overall experience has been reliable. It does what I need without unnecessary fuss.",sanjaymenon987,positive,111.08
syn2-0029552,2022-02-24,2022-02-24,Trackline Glide Mouse,Trackline,Trackline Computing,Mice; Electronics & Accessories,Computers,2024-11-01,true,false,6,5,Excellent value,"Setup was quick and the build quality feels solid. The mouse features are practical, and the overall experience has been reliable. Overall, this has been a great purchase.",tanyanair786,positive,22.93
syn2-0029553,2022-07-11,2022-07-11,Visicore View 27Q,Visicore,Visicore Display,Monitors; Electronics & Accessories,Computers,2024-02-17,true,true,3,5,Better than expected,"The device handles normal use without lag. The monitor features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",priyanair644,positive,228.97
syn2-0029554,2025-05-17,2025-05-17,Keyforge K78 Wireless,Keyforge,Keyforge Computing,Keyboards; Electronics & Accessories,Computers,2025-08-08,true,true,3,5,Excellent value,"The device handles normal use without lag. The keyboard features are practical, and the overall experience has been reliable. It exceeded my expectations.",rahulkapoor530,positive,56.95
syn2-0029555,2025-01-21,2025-01-21,Sonave Quiet Max ANC,Sonave,Sonave Audio,Headphones; Electronics & Accessories,Electronics,2026-03-06,true,true,7,4,Excellent value,"The device handles normal use without lag. The headphones features are practical, and the overall experience has been reliable. The difference is noticeable in everyday use.",meeradas533,positive,212.81
